Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Inactive Respawn Obelisk
appliedenergistics2:facade:0, Cable Facade - Creative Tab Block
appliedenergistics2:facade:0, Cable Facade - End Stone Endermite Monster Egg
appliedenergistics2:facade:0, Cable Facade - Netherrack Netherfish Monster Egg
appliedenergistics2:facade:0, Cable Facade - End Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Iridium Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Mithril Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Osmium Ore
appliedenergistics2:facade:0, Cable Facade - End Uranium Ore
appliedenergistics2:facade:0, Cable Facade - End Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - End Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - End Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - End Zinc Ore
appliedenergistics2:facade:0, Cable Facade - End Ruby Ore
appliedenergistics2:facade:0, Cable Facade - End Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - End Peridot Ore
appliedenergistics2:facade:0, Cable Facade - End Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - End Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - End Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - End Zanite Ore
appliedenergistics2:facade:0, Cable Facade - End Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - End Icestone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mithril Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Nether Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Nether Peridot Ore
appliedenergistics2:facade:0, Cable Facade - Nether Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Icestone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Ardite Ore
appliedenergistics2:facade:0, Cable Facade - End Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - End Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Icestone Ore
appliedenergistics2:facade:0, Cable Facade - Star Block
appliedenergistics2:facade:0, Cable Facade - Cracked Star Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Star Block
appliedenergistics2:facade:0, Cable Facade - Meteoric Rock
appliedenergistics2:facade:0, Cable Facade - Gleaning Meteor Cluster
appliedenergistics2:facade:0, Cable Facade - Block of Meteor
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Aether Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Aether Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Holystone Brick
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Golden Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Skyroot Log
appliedenergistics2:facade:0, Cable Facade - Golden Oak Log
appliedenergistics2:facade:0, Cable Facade - Skyroot Plank
appliedenergistics2:facade:0, Cable Facade - Aerogel
appliedenergistics2:facade:0, Cable Facade - Enchanted Gravitite
appliedenergistics2:facade:0, Cable Facade - Zanite Block
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Fruit Leaves
appliedenergistics2:facade:0, Cable Facade - Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Present
appliedenergistics2:facade:0, Cable Facade - Pillar
appliedenergistics2:facade:0, Cable Facade - Pillar Top
appliedenergistics2:facade:0, Cable Facade - Skyroot Double Slab
appliedenergistics2:facade:0, Cable Facade - Carved Double Slab
appliedenergistics2:facade:0, Cable Facade - Angelic Double Slab
appliedenergistics2:facade:0, Cable Facade - Hellfire Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Sun Altar
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:facade:0, Cable Facade - Floater
appliedenergistics2:facade:0, Cable Facade - Air Balloon
appliedenergistics2:facade:0, Cable Facade - Orange Air Balloon
appliedenergistics2:facade:0, Cable Facade - Magenta Air Balloon
appliedenergistics2:facade:0, Cable Facade - Light Blue Air Balloon
appliedenergistics2:facade:0, Cable Facade - Yellow Air Balloon
appliedenergistics2:facade:0, Cable Facade - Lime Air Balloon
appliedenergistics2:facade:0, Cable Facade - Pink Air Balloon
appliedenergistics2:facade:0, Cable Facade - Gray Air Balloon
appliedenergistics2:facade:0, Cable Facade - Silver Air Balloon
appliedenergistics2:facade:0, Cable Facade - Cyan Air Balloon
appliedenergistics2:facade:0, Cable Facade - Purple Air Balloon
appliedenergistics2:facade:0, Cable Facade - Blue Air Balloon
appliedenergistics2:facade:0, Cable Facade - Brown Air Balloon
appliedenergistics2:facade:0, Cable Facade - Green Air Balloon
appliedenergistics2:facade:0, Cable Facade - Red Air Balloon
appliedenergistics2:facade:0, Cable Facade - Black Air Balloon
appliedenergistics2:facade:0, Cable Facade - Shore Buffer
appliedenergistics2:facade:0, Cable Facade - Sticky Buffer
appliedenergistics2:facade:0, Cable Facade - Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Yellow Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Lime Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Pink Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Gray Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Gray Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Cyan Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Purple Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Blue Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Brown Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Green Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Red Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Fabric of Reality
appliedenergistics2:facade:0, Cable Facade - Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Yellow Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Lime Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Pink Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Gray Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Light Gray Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Cyan Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Purple Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Blue Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Brown Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Green Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Red Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Unraveled Fabric
appliedenergistics2:facade:0, Cable Facade - Eternal Fabric
appliedenergistics2:facade:0, Cable Facade - tile.marking_plate.name
appliedenergistics2:facade:0, Cable Facade - German Weapons Box
appliedenergistics2:facade:0, Cable Facade - Japanese Weapons Box
appliedenergistics2:facade:0, Cable Facade - Advanced Modern Weapons Box
appliedenergistics2:facade:0, Cable Facade - American Weapons Box
appliedenergistics2:facade:0, Cable Facade - British Weapons Box
appliedenergistics2:facade:0, Cable Facade - Modern Warfare Armor Box
appliedenergistics2:facade:0, Cable Facade - Russian Weapons Box
appliedenergistics2:facade:0, Cable Facade - Modern Weapons Box
appliedenergistics2:facade:0, Cable Facade - Vehicle Crafting Table
appliedenergistics2:facade:0, Cable Facade - Block of Gunpowder
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Machine Casing
appliedenergistics2:facade:0, Cable Facade - Block of Quartz Enriched Iron
appliedenergistics2:facade:0, Cable Facade - Sulphur Ore
appliedenergistics2:facade:0, Cable Facade - Block of Sulphur
appliedenergistics2:facade:0, Cable Facade - Cocaine Bag 1kg
appliedenergistics2:facade:0, Cable Facade - Empty Barrel
appliedenergistics2:facade:0, Cable Facade - Blue Sludge Barrel
appliedenergistics2:facade:0, Cable Facade - Berrel With Liquid Amphetamine
appliedenergistics2:facade:0, Cable Facade - Barrel With Liqud Ketamine
appliedenergistics2:facade:0, Cable Facade - Barrel With Liquid Cocaine
appliedenergistics2:facade:0, Cable Facade - Willow Wood
appliedenergistics2:facade:0, Cable Facade - Mangrove Wood
appliedenergistics2:facade:0, Cable Facade - Palm Wood
appliedenergistics2:facade:0, Cable Facade - Redwood Wood
appliedenergistics2:facade:0, Cable Facade - Fir Wood
appliedenergistics2:facade:0, Cable Facade - Pine Wood
appliedenergistics2:facade:0, Cable Facade - Aspen Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Baobab Wood
appliedenergistics2:facade:0, Cable Facade - Cottonwood Wood
appliedenergistics2:facade:0, Cable Facade - Juniper Wood
appliedenergistics2:facade:0, Cable Facade - Cherry Blossom Wood
appliedenergistics2:facade:0, Cable Facade - Jacaranda Wood
appliedenergistics2:facade:0, Cable Facade - Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Mangrove Leaves
appliedenergistics2:facade:0, Cable Facade - Palm Leaves
appliedenergistics2:facade:0, Cable Facade - Redwood Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Leaves
appliedenergistics2:facade:0, Cable Facade - Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Aspen Leaves
appliedenergistics2:facade:0, Cable Facade - Red Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Baobab Leaves
appliedenergistics2:facade:0, Cable Facade - Cottonwood Leaves
appliedenergistics2:facade:0, Cable Facade - Juniper Leaves
appliedenergistics2:facade:0, Cable Facade - Berried Juniper Leaves.name
